group,density,n_ckpt,lr_weighted,estimator,target,lds,ceiling,ratio,p,n,passed
act_out,last2,2,False,TracIn,C1,0.3947826086956522,0.82979067062928,0.47576168625307014,0.028120567582619268,24,False
act_out,last2,2,False,TracIn,C5,0.1678260869565217,0.8444377100886411,0.1987430037188947,0.2165582763247178,24,False
act_out,last2,2,False,TracIn_trunc_k1,C1,-0.19217391304347822,0.82979067062928,-0.23159324374874113,0.8158397556221862,24,False
act_out,last2,2,False,TracIn_trunc_k1,C5,0.03565217391304347,0.8444377100886411,0.042220016334065705,0.4343195231123073,24,False
act_out,last2,2,False,TracIn_trunc_k5,C1,-0.11826086956521738,0.82979067062928,-0.14251891922999455,0.7089661033158713,24,False
act_out,last2,2,False,TracIn_trunc_k5,C5,0.009565217391304347,0.8444377100886411,0.011327321455481045,0.4823090830379638,24,False
act_out,last3,3,True,TracIn,C1,0.39826086956521733,0.82979067062928,0.4799534191715993,0.026957364228299398,24,False
act_out,last3,3,True,TracIn,C5,0.17565217391304347,0.8444377100886411,0.2080108121824701,0.20582572348752698,24,False
act_out,last3,3,True,TracIn_trunc_k1,C1,-0.2626086956521739,0.82979067062928,-0.3164758353489585,0.892463414950811,24,False
act_out,last3,3,True,TracIn_trunc_k1,C5,-0.02869565217391304,0.8444377100886411,-0.033981964366443136,0.5529435427124672,24,False
act_out,last3,3,True,TracIn_trunc_k5,C1,-0.1226086956521739,0.82979067062928,-0.14775858537815612,0.7159163671489746,24,False
act_out,last3,3,True,TracIn_trunc_k5,C5,0.2069565217391304,0.8444377100886411,0.2450820460367717,0.16594578384157363,24,False
act_out,last3,3,False,TracIn,C1,0.41130434782608694,0.82979067062928,0.49567241761608405,0.022924489491867858,24,False
act_out,last3,3,False,TracIn,C5,0.16869565217391302,0.8444377100886411,0.19977276021484752,0.21535113086049065,24,False
act_out,last3,3,False,TracIn_trunc_k1,C1,-0.21478260869565213,0.82979067062928,-0.2588395077191813,0.8432415692485782,24,False
act_out,last3,3,False,TracIn_trunc_k1,C5,0.042608695652173914,0.8444377100886411,0.0504580683016883,0.42164568798884394,24,False
act_out,last3,3,False,TracIn_trunc_k5,C1,-0.07652173913043478,0.82979067062928,-0.09221812420764354,0.6388504483935906,24,False
act_out,last3,3,False,TracIn_trunc_k5,C5,0.16695652173913042,0.8444377100886411,0.19771324722294187,0.2177690526603073,24,False
act_out,last5,5,True,TracIn,C1,0.5165217391304348,0.82979067062928,0.6224723384015939,0.0048808065318686296,24,True
act_out,last5,5,True,TracIn,C5,0.1591304347826087,0.8444377100886411,0.18844543875936648,0.22882789100747314,24,False
act_out,last5,5,True,TracIn_trunc_k1,C1,0.19217391304347822,0.82979067062928,0.23159324374874113,0.18416024437781375,24,False
act_out,last5,5,True,TracIn_trunc_k1,C5,-0.002608695652173913,0.8444377100886411,-0.0030892694878584667,0.5048261575980483,24,False
act_out,last5,5,True,TracIn_trunc_k5,C1,0.44695652173913036,0.82979067062928,0.5386376800310089,0.014273142291222188,24,True
act_out,last5,5,True,TracIn_trunc_k5,C5,0.007826086956521738,0.8444377100886411,0.009267808463575401,0.48552415425604806,24,False
act_out,last5,5,False,TracIn,C1,0.508695652173913,0.82979067062928,0.6130409393349031,0.005567778630134615,24,True
act_out,last5,5,False,TracIn,C5,0.17565217391304347,0.8444377100886411,0.2080108121824701,0.20582572348752698,24,False
act_out,last5,5,False,TracIn_trunc_k1,C1,0.19913043478260867,0.82979067062928,0.23997670958579964,0.1754493565384439,24,False
act_out,last5,5,False,TracIn_trunc_k1,C5,-0.017391304347826087,0.8444377100886411,-0.02059512991905645,0.5321427016410414,24,False
act_out,last5,5,False,TracIn_trunc_k5,C1,0.43304347826086953,0.82979067062928,0.5218707483568918,0.017268189632039223,24,True
act_out,last5,5,False,TracIn_trunc_k5,C5,-0.005217391304347826,0.8444377100886411,-0.006178538975716933,0.5096516583732105,24,False
act_out,evenly3,3,True,TracIn,C1,0.5295652173913042,0.82979067062928,0.6381913368460785,0.003892294801170384,24,True
act_out,evenly3,3,True,TracIn,C5,0.1408695652173913,0.8444377100886411,0.16682055234435722,0.2557311409423375,24,False
act_out,evenly3,3,True,TracIn_trunc_k1,C1,0.16173913043478258,0.82979067062928,0.1949155807116102,0.22510944242318542,24,False
act_out,evenly3,3,True,TracIn_trunc_k1,C5,-0.1408695652173913,0.8444377100886411,-0.16682055234435722,0.7442688590576625,24,False
act_out,evenly3,3,True,TracIn_trunc_k5,C1,0.3695652173913043,0.82979067062928,0.44537162259373303,0.03775302257584289,24,False
act_out,evenly3,3,True,TracIn_trunc_k5,C5,-0.007826086956521738,0.8444377100886411,-0.009267808463575401,0.514475845743952,24,False
act_out,evenly3,3,False,TracIn,C1,0.5417391304347825,0.82979067062928,0.6528624020609309,0.0031259041338033344,24,True
act_out,evenly3,3,False,TracIn,C5,0.13826086956521738,0.8444377100886411,0.16373128285649874,0.25969557472957305,24,False
act_out,evenly3,3,False,TracIn_trunc_k1,C1,0.1843478260869565,0.82979067062928,0.22216184468205033,0.19425294987085043,24,False
act_out,evenly3,3,False,TracIn_trunc_k1,C5,-0.1452173913043478,0.8444377100886411,-0.1719693348241213,0.7508102653771943,24,False
act_out,evenly3,3,False,TracIn_trunc_k5,C1,0.3878260869565217,0.82979067062928,0.46737822041601157,0.03056315504004058,24,False
