source,kind,A,B,lds_A,lds_B,ceil_A,ceil_B,ratio_A,ratio_B,log_gap,estimator_term,ceiling_term,ceiling_share,abs_ceiling_term,material,DENOMINATOR_DRIVEN,ceiling_spread_pct
exp_01_dev_s6.csv,auto,GradDot,IF,0.3999999999999999,0.3434782608695652,0.9177998400225847,0.9327641408751334,0.4358248743976213,0.36823699134414484,0.16851376932586284,0.1523407245820186,0.016173044743844237,0.0959746186234175,0.016173044743844237,False,False,1.604296327098177
exp_01_dev_s6.csv,auto,GradDot,IF,0.2947826086956521,0.3434782608695652,0.9177998400225847,0.9327641408751334,0.3211839835234644,0.36823699134414484,-0.13671261277682747,-0.1528856575206717,0.016173044743844237,0.09566526021558625,0.016173044743844237,False,False,1.604296327098177
exp_01_dev_s6.csv,auto,GradDot,IF,0.4843478260869564,0.4156521739130434,0.9327641408751334,0.9177998400225847,0.5192607700726295,0.452878891221876,0.13678146269198388,0.15295450743582806,-0.016173044743844175,0.09562631596927969,0.016173044743844175,False,False,1.604296327098177
p10_bar_attempts.csv,auto,"sub-cluster k=15, fixed 75 demos (preregistered)","sub-cluster k=3, SECOND partition (preregistered)",0.3003003003003003,0.0781453634085213,0.4511627906976745,0.3916154388793711,0.6656140676759232,0.19954617630024624,1.2046643549153044,1.3462122492678807,-0.1415478943525764,0.0951416093242828,0.1415478943525764,True,False,13.198639836015698
b11_unlearn_gseries_pilot.csv,auto,unlearn,GradDot_ALL_regenE5,0.3678260869565217,0.3243478260869564,0.9505589414333672,0.9380881188989534,0.38695768449862694,0.3457541136622088,0.11258747640276233,0.1257937594024627,-0.013206282999700376,0.0950092012309693,0.013206282999700376,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k135,GradDot_dmean,0.5069565217391303,0.4469565217391303,0.9380881188989534,0.9505589414333672,0.5404146066087608,0.4702039003127523,0.13917020389502754,0.12596392089532724,0.013206282999700305,0.09489303478826157,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k135,trunc_k0,0.5069565217391303,0.4469565217391303,0.9380881188989534,0.9505589414333672,0.5404146066087608,0.4702039003127523,0.13917020389502754,0.12596392089532724,0.013206282999700305,0.09489303478826157,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k135,GradDot_dmean,0.5069565217391303,0.4469565217391303,0.9380881188989534,0.9505589414333672,0.5404146066087608,0.4702039003127523,0.13917020389502754,0.12596392089532724,0.013206282999700305,0.09489303478826157,0.013206282999700305,False,False,1.3119462655949325
b1_layerwise.csv,auto,trunc_k135,trunc_k0,0.5069565217391303,0.4469565217391303,0.9380881188989534,0.9505589414333672,0.5404146066087608,0.4702039003127523,0.13917020389502754,0.12596392089532724,0.013206282999700305,0.09489303478826157,0.013206282999700305,False,False,1.3119462655949325
exp_01_dev_s6.csv,auto,IF,IF,0.38,0.4434782608695652,0.9177998400225847,0.9327641408751334,0.41403363067774035,0.4754452293304149,-0.13830448587893698,-0.15447753062278122,0.016173044743844237,0.09477286970230303,0.016173044743844237,False,False,1.604296327098177
