source,agg,lam_rel,beta,target,dG,dH,dI,d_pooled
cachedE20_full,unitL2,inf,0.0,C6,0.0,0.0,0.0,0.0
cachedE20_full,unitL2,inf,0.0,C7,0.0,0.0,0.0,0.0
cachedE20_full,unitL2,inf,0.0,C8,0.0,0.0,0.0,0.0
cachedE20_full,unitL2,inf,0.0,C9,0.0,0.0,0.0,0.0
cachedE20_full,unitL2,inf,0.5,C1,-0.03565217391304348,0.034782608695652154,0.20869565217391303,0.06701395588140716
cachedE20_full,unitL2,inf,0.5,C2,-0.21391304347826084,-0.16173913043478258,0.15130434782608693,-0.06556691748665508
cachedE20_full,unitL2,inf,0.5,C3,-0.03391304347826088,0.23739130434782607,-0.0069565217391304324,0.08534310888160011
cachedE20_full,unitL2,inf,0.5,C4,-0.14173913043478265,-1.0156521739130433,-0.34521739130434775,-0.499871374364911
cachedE20_full,unitL2,inf,0.5,C5,0.15826086956521734,0.1391304347826087,0.11478260869565204,0.13672905009968483
cachedE20_full,unitL2,inf,0.5,C6,-0.020000000000000004,0.16695652173913042,-0.22869565217391302,-0.033378352305614506
cachedE20_full,unitL2,inf,0.5,C7,-0.09217391304347824,-0.003478260869565264,-0.018260869565217414,-0.026625506463438166
cachedE20_full,unitL2,inf,0.5,C8,-0.17826086956521736,-0.22173913043478258,-0.41391304347826086,-0.27757412052222014
cachedE20_full,unitL2,inf,0.5,C9,0.04173913043478261,-0.1008695652173913,0.08608695652173909,0.042703710849572335
cachedE20_full,unitL2,inf,1.0,C1,-0.07478260869565218,0.09826086956521737,0.3513043478260869,0.12164769438549106
cachedE20_full,unitL2,inf,1.0,C2,-0.6252173913043477,-0.3565217391304347,0.13217391304347825,-0.274808669367805
cachedE20_full,unitL2,inf,1.0,C3,-0.08782608695652175,0.6130434782608695,-0.03043478260869565,0.19859798057752914
cachedE20_full,unitL2,inf,1.0,C4,-0.5834782608695652,-1.0452173913043477,-0.7008695652173912,-0.834233712778957
cachedE20_full,unitL2,inf,1.0,C5,0.2878260869565217,0.2617391304347826,0.06695652173913036,0.1814586147019101
cachedE20_full,unitL2,inf,1.0,C6,-0.32695652173913037,0.21391304347826084,-0.6417391304347826,-0.25085214483246515
cachedE20_full,unitL2,inf,1.0,C7,-0.39391304347826084,0.23652173913043473,-0.03999999999999998,-0.04784873625313526
cachedE20_full,unitL2,inf,1.0,C8,-0.05739130434782608,-0.4095652173913043,-0.577391304347826,-0.3650395523827899
cachedE20_full,unitL2,inf,1.0,C9,-0.24608695652173912,0.0617391304347826,0.137391304347826,-0.020965978519518945
cachedE20_full,unitL2,3.0,0.0,C1,-0.06782608695652176,-0.013913043478260861,0.0034782608695652154,-0.027783137179239845
cachedE20_full,unitL2,3.0,0.0,C2,-0.19478260869565217,-0.013913043478260834,0.12869565217391304,-0.05363688983214354
cachedE20_full,unitL2,3.0,0.0,C3,0.13391304347826083,-0.13826086956521738,0.00608695652173913,0.025017686024824758
cachedE20_full,unitL2,3.0,0.0,C4,-0.5408695652173913,-0.7704347826086956,-0.22608695652173905,-0.5257894398353593
cachedE20_full,unitL2,3.0,0.0,C5,0.011304347826086913,-0.12,-0.10521739130434787,-0.0722876069200592
cachedE20_full,unitL2,3.0,0.0,C6,-0.20782608695652172,0.02260869565217391,-0.08608695652173909,-0.0799729886166313
cachedE20_full,unitL2,3.0,0.0,C7,-0.4304347826086956,0.19826086956521735,-0.06260869565217392,-0.09965271078525952
cachedE20_full,unitL2,3.0,0.0,C8,-0.28260869565217384,-0.5321739130434783,-0.19913043478260867,-0.3187986365682681
cachedE20_full,unitL2,3.0,0.0,C9,0.038260869565217404,-0.15217391304347824,0.1608695652173912,0.050260466911055374
cachedE20_full,unitL2,3.0,0.5,C1,-0.07913043478260878,-0.023478260869565226,0.2008695652173913,0.037526529037237105
cachedE20_full,unitL2,3.0,0.5,C2,-0.22869565217391302,-0.17913043478260865,0.10695652173913042,-0.10396166956074346
cachedE20_full,unitL2,3.0,0.5,C3,0.2008695652173913,0.12608695652173912,0.05391304347826086,0.1181426458293138
cachedE20_full,unitL2,3.0,0.5,C4,-0.5826086956521739,-0.9669565217391303,-0.1452173913043478,-0.6364074860119623
cachedE20_full,unitL2,3.0,0.5,C5,0.06173913043478263,-0.06521739130434782,0.019130434782608674,0.03360344716702035
